location,region,map_region,map_area,rule,old_topography,new_topography,old_vegetation,new_vegetation,climate,raw_material,source,confidence,note
rheine,Germania,north_german_region,westphalia_area,germania_dense_woodland,flatland,flatland,woods,forest,oceanic,lumber,P8.7;TAC-GER;STR-GER,contested,Forest-product field restored to denser ancient Germanic woodland.
ribnitz,Germania,north_german_region,pomerania_area,germania_dense_woodland,flatland,flatland,woods,forest,continental,wild_game,P8.7;TAC-GER;STR-GER,contested,Forest-product field restored to denser ancient Germanic woodland.
riedlingen,Germania,south_german_region,swabia_area,germania_central_mosaic,plateau,plateau,grasslands,woods,continental,wool,P8.7;EURO-REVEALS;NORTH-EURO-POLLEN,contested,Central German grassland field restored to a predominantly wooded Barbaricum mosaic; crop clearings and coastal or river wetlands remain open.
rietberg,Germania,north_german_region,westphalia_area,germania_central_mosaic,flatland,flatland,grasslands,woods,oceanic,clay,P8.7;EURO-REVEALS;NORTH-EURO-POLLEN,contested,Central German grassland field restored to a predominantly wooded Barbaricum mosaic; crop clearings and coastal or river wetlands remain open.
ripon,Britain,great_britain_region,northumbria_area,atlantic_woodland,flatland,flatland,grasslands,woods,oceanic,beeswax,P8.6;PTO-GEO-II2;NMI-IRON-AGE,contested,Forest-product field restored to Atlantic woodland without claiming closed-canopy coverage.
rochlitz,Germania,north_german_region,upper_saxony_area,germania_central_mosaic,flatland,flatland,grasslands,woods,continental,stone,P8.7;EURO-REVEALS;NORTH-EURO-POLLEN,contested,Central German grassland field restored to a predominantly wooded Barbaricum mosaic; crop clearings and coastal or river wetlands remain open.
roding,Germania,south_german_region,bavaria_area,germania_upland_forest,hills,hills,woods,forest,continental,medicaments,P8.7;EURO-REVEALS;BOHEMIAN-POLLEN,contested,Existing central German upland woods receive the denser forest class; this is a coarse canopy presentation rather than a local pollen estimate.
rosenheim,Germania,south_german_region,bavaria_area,germania_dense_woodland,flatland,flatland,woods,forest,continental,fur,P8.7;TAC-GER;STR-GER,contested,Forest-product field restored to denser ancient Germanic woodland.
rotenburg,Germania,north_german_region,hesse_area,germania_upland_forest,hills,hills,woods,forest,continental,lumber,P8.7;EURO-REVEALS;BOHEMIAN-POLLEN,contested,Existing central German upland woods receive the denser forest class; this is a coarse canopy presentation rather than a local pollen estimate.
roxburgh,Britain,great_britain_region,scottish_lowlands_area,atlantic_woodland,hills,hills,grasslands,woods,oceanic,beeswax,P8.6;PTO-GEO-II2;NMI-IRON-AGE,contested,Forest-product field restored to Atlantic woodland without claiming closed-canopy coverage.
rugen,Germania,north_german_region,pomerania_area,germania_central_mosaic,flatland,flatland,grasslands,woods,continental,fish,P8.7;EURO-REVEALS;NORTH-EURO-POLLEN,contested,Central German grassland field restored to a predominantly wooded Barbaricum mosaic; crop clearings and coastal or river wetlands remain open.
rusafa,Iran,crescent_region,iraq_arabi_area,mesopotamian_irrigation,flatland,flatland,sparse,farmland,arid,wheat,P12.3;BHR,contested,Irrigated alluvial cultivation proxy; this does not reconstruct one canal or output level.
salair,Steppe,west_siberia_region,suzun_area,steppe_forest_mosaic,flatland,flatland,forest,woods,continental,wild_game,P8.8;AES-SOUTH-URAL;RAS-SARGAT-CHRON;ASU-ALTAI-KULAY;ENC-NEEU,contested,Continental flat forest is represented as a forest-steppe woodland mosaic.
salgotarjan,Germania,carpathia_region,slovakia_area,germania_dense_woodland,flatland,flatland,woods,forest,continental,wild_game,P8.7;TAC-GER;STR-GER,contested,Forest-product field restored to denser ancient Germanic woodland.
salin,Southeast Asia,indochina_region,irrawady_area,asian_rice_lowland,flatland,wetlands,grasslands,farmland,tropical,rice,P8.3;P8.4;CAH-XI;BHR,contested,Rice-bearing warm flatland represents managed alluvial or lowland cultivation.
salvaterra,Rome,iberia_region,south_portugal_area,mediterranean_cultivation,flatland,flatland,grasslands,farmland,mediterranean,wine,P12.1;P12.3;BHR,contested,"Crop-bearing Mediterranean field receives a cultivation presentation, not a yield estimate."
samarra,Iran,crescent_region,iraq_arabi_area,mesopotamian_irrigation,flatland,flatland,sparse,farmland,arid,cotton,P12.3;BHR,contested,Irrigated alluvial cultivation proxy; this does not reconstruct one canal or output level.
samawa,Iran,crescent_region,iraq_arabi_area,mesopotamian_marsh,flatland,wetlands,desert,farmland,arid,cotton,P12.3;BHR;SCHU-CHA,contested,Lower Tigris-Euphrates wetland proxy; exact installed field extent is approximate.
san_felices,Rome,iberia_region,leon_area,iberian_atlantic_mosaic,plateau,plateau,grasslands,woods,oceanic,livestock,P8.6;IBERIA-NORTH-POLLEN;IBERIA-MOLINA,contested,Humid Atlantic Iberian non-cereal ground receives a woodland-mosaic presentation while documented upland heath and agricultural openings remain.
sangerhausen,Germania,north_german_region,lower_saxony_area,germania_central_mosaic,hills,hills,grasslands,woods,continental,horses,P8.7;EURO-REVEALS;NORTH-EURO-POLLEN,contested,Central German grassland field restored to a predominantly wooded Barbaricum mosaic; crop clearings and coastal or river wetlands remain open.
sant_feliu,Rome,iberia_region,catalonia_area,mediterranean_cultivation,flatland,flatland,grasslands,farmland,mediterranean,wheat,P12.1;P12.3;BHR,contested,"Crop-bearing Mediterranean field receives a cultivation presentation, not a yield estimate."
santarcangelo,Rome,italy_region,basilicata_area,mediterranean_cultivation,hills,hills,grasslands,farmland,mediterranean,wine,P12.1;P12.3;BHR,contested,"Crop-bearing Mediterranean field receives a cultivation presentation, not a yield estimate."
santok,Germania,north_german_region,brandenburg_area,germania_dense_woodland,flatland,flatland,woods,forest,continental,lumber,P8.7;TAC-GER;STR-GER,contested,Forest-product field restored to denser ancient Germanic woodland.
saulgau,Germania,south_german_region,swabia_area,germania_central_mosaic,plateau,plateau,grasslands,woods,continental,livestock,P8.7;EURO-REVEALS;NORTH-EURO-POLLEN,contested,Central German grassland field restored to a predominantly wooded Barbaricum mosaic; crop clearings and coastal or river wetlands remain open.
savur,Iran,crescent_region,jazira_area,mediterranean_cultivation,hills,hills,grasslands,farmland,mediterranean,olives,P12.1;P12.3;BHR,contested,"Crop-bearing Mediterranean field receives a cultivation presentation, not a yield estimate."
schaffhausen,Germania,south_german_region,swabia_area,germania_dense_woodland,flatland,flatland,woods,forest,continental,lumber,P8.7;TAC-GER;STR-GER,contested,Forest-product field restored to denser ancient Germanic woodland.
schleiz,Germania,north_german_region,upper_saxony_area,germania_upland_forest,plateau,plateau,woods,forest,continental,lumber,P8.7;EURO-REVEALS;BOHEMIAN-POLLEN,contested,Existing central German upland woods receive the denser forest class; this is a coarse canopy presentation rather than a local pollen estimate.
schongau,Germania,south_german_region,bavaria_area,germania_upland_forest,hills,hills,woods,forest,continental,wool,P8.7;EURO-REVEALS;BOHEMIAN-POLLEN,contested,Existing central German upland woods receive the denser forest class; this is a coarse canopy presentation rather than a local pollen estimate.
schweinitz,Germania,north_german_region,brandenburg_area,germania_central_mosaic,flatland,flatland,grasslands,woods,continental,stone,P8.7;EURO-REVEALS;NORTH-EURO-POLLEN,contested,Central German grassland field restored to a predominantly wooded Barbaricum mosaic; crop clearings and coastal or river wetlands remain open.
settat,Africa,maghreb_region,morocco_area,mediterranean_cultivation,flatland,flatland,grasslands,farmland,mediterranean,wine,P12.1;P12.3;BHR,contested,"Crop-bearing Mediterranean field receives a cultivation presentation, not a yield estimate."
sevede,Germania,scandinavian_region,gotaland_area,germania_dense_woodland,flatland,flatland,woods,forest,continental,lumber,P8.7;TAC-GER;STR-GER,contested,Forest-product field restored to denser ancient Germanic woodland.
shankargah,India,hindustan_region,doab_area,asian_rice_lowland,flatland,wetlands,grasslands,farmland,subtropical,rice,P8.3;P8.4;CAH-XI;BHR,contested,Rice-bearing warm flatland represents managed alluvial or lowland cultivation.
sharka,Africa,ethiopia_region,southern_ethiopia_area,african_aridity_gradient,plateau,plateau,grasslands,sparse,arid,livestock,P8.10;SOR-AFRICA-FRONTIER,contested,Arid upland non-crop field is represented as sparse rather than continuous grassland.
shicheng,China,south_china_region,haibei_hainan_area,asian_rice_lowland,flatland,wetlands,woods,farmland,subtropical,rice,P8.3;P8.4;CAH-XI;BHR,contested,Rice-bearing warm flatland represents managed alluvial or lowland cultivation.
shimen_poyang,China,east_china_region,jiangxi_area,asian_rice_lowland,flatland,wetlands,grasslands,farmland,subtropical,rice,P8.3;P8.4;CAH-XI;BHR,contested,Rice-bearing warm flatland represents managed alluvial or lowland cultivation.
shuihu,China,east_china_region,huaixi_area,asian_rice_lowland,flatland,wetlands,grasslands,farmland,subtropical,rice,P8.3;P8.4;CAH-XI;BHR,contested,Rice-bearing warm flatland represents managed alluvial or lowland cultivation.
sibenik,Rome,balkan_region,croatia_area,mediterranean_cultivation,flatland,flatland,grasslands,farmland,mediterranean,olives,P12.1;P12.3;BHR,contested,"Crop-bearing Mediterranean field receives a cultivation presentation, not a yield estimate."
siegen,Germania,north_german_region,westphalia_area,germania_upland_forest,hills,hills,woods,forest,oceanic,iron,P8.7;EURO-REVEALS;BOHEMIAN-POLLEN,contested,Existing central German upland woods receive the denser forest class; this is a coarse canopy presentation rather than a local pollen estimate.
sigmaringen,Germania,south_german_region,swabia_area,germania_upland_forest,plateau,plateau,woods,forest,continental,wild_game,P8.7;EURO-REVEALS;BOHEMIAN-POLLEN,contested,Existing central German upland woods receive the denser forest class; this is a coarse canopy presentation rather than a local pollen estimate.
silkeborg,Germania,scandinavian_region,denmark_area,germania_dense_woodland,flatland,flatland,woods,forest,oceanic,lumber,P8.7;TAC-GER;STR-GER,contested,Forest-product field restored to denser ancient Germanic woodland.
sirudal,Germania,scandinavian_region,syd_norge_area,germania_dense_woodland,hills,hills,woods,forest,arctic,medicaments,P8.7;TAC-GER;STR-GER,contested,Forest-product field restored to denser ancient Germanic woodland.
sis,Anatolia,anatolia_region,cilicia_area,mediterranean_cultivation,flatland,flatland,grasslands,farmland,mediterranean,wheat,P12.1;P12.3;BHR,contested,"Crop-bearing Mediterranean field receives a cultivation presentation, not a yield estimate."
sitges,Rome,iberia_region,catalonia_area,mediterranean_cultivation,hills,hills,grasslands,farmland,mediterranean,wheat,P12.1;P12.3;BHR,contested,"Crop-bearing Mediterranean field receives a cultivation presentation, not a yield estimate."
siverek,Iran,crescent_region,jazira_area,mediterranean_cultivation,flatland,flatland,grasslands,farmland,mediterranean,saffron,P12.1;P12.3;BHR,contested,"Crop-bearing Mediterranean field receives a cultivation presentation, not a yield estimate."
skaun,Germania,scandinavian_region,nord_norge_area,germania_forest_product,plateau,plateau,grasslands,woods,arctic,wild_game,P8.7;TAC-GER;STR-GER,contested,Forest-product field restored to an open woodland mosaic in ancient Germania.
skreen,Ireland,ireland_region,connaught_area,atlantic_wetland,wetlands,wetlands,sparse,woods,oceanic,livestock,P8.6;PTO-GEO-II2;NMI-IRON-AGE,contested,Existing wetland receives a wooded Atlantic-margin presentation.
slagelse,Germania,scandinavian_region,denmark_area,germania_forest_product,wetlands,wetlands,grasslands,woods,oceanic,medicaments,P8.7;TAC-GER;STR-GER,contested,Forest-product field restored to an open woodland mosaic in ancient Germania.
slany,Germania,south_german_region,bohemia_area,germania_central_mosaic,flatland,flatland,grasslands,woods,continental,livestock,P8.7;EURO-REVEALS;NORTH-EURO-POLLEN,contested,Central German grassland field restored to a predominantly wooded Barbaricum mosaic; crop clearings and coastal or river wetlands remain open.
slawno,Germania,north_german_region,pomerania_area,germania_central_mosaic,flatland,flatland,grasslands,woods,continental,sand,P8.7;EURO-REVEALS;NORTH-EURO-POLLEN,contested,Central German grassland field restored to a predominantly wooded Barbaricum mosaic; crop clearings and coastal or river wetlands remain open.
slupsk,Germania,north_german_region,pomerania_area,germania_central_mosaic,flatland,flatland,grasslands,woods,continental,amber,P8.7;EURO-REVEALS;NORTH-EURO-POLLEN,contested,Central German grassland field restored to a predominantly wooded Barbaricum mosaic; crop clearings and coastal or river wetlands remain open.
smolenskoye,Steppe,west_siberia_region,suzun_area,steppe_forest_mosaic,flatland,flatland,forest,woods,continental,fur,P8.8;AES-SOUTH-URAL;RAS-SARGAT-CHRON;ASU-ALTAI-KULAY;ENC-NEEU,contested,Continental flat forest is represented as a forest-steppe woodland mosaic.
smyrna,Rome,anatolia_region,west_anatolia_area,mediterranean_cultivation,flatland,flatland,grasslands,farmland,mediterranean,saffron,P12.1;P12.3;BHR,contested,"Crop-bearing Mediterranean field receives a cultivation presentation, not a yield estimate."
snasa,Germania,scandinavian_region,nord_norge_area,germania_dense_woodland,hills,hills,woods,forest,arctic,wild_game,P8.7;TAC-GER;STR-GER,contested,Forest-product field restored to denser ancient Germanic woodland.
soltau,Germania,north_german_region,lower_saxony_area,germania_central_mosaic,flatland,flatland,grasslands,woods,oceanic,livestock,P8.7;EURO-REVEALS;NORTH-EURO-POLLEN,contested,Central German grassland field restored to a predominantly wooded Barbaricum mosaic; crop clearings and coastal or river wetlands remain open.
sonepur,India,bengal_region,orissa_area,asian_rice_lowland,flatland,wetlands,grasslands,farmland,tropical,rice,P8.3;P8.4;CAH-XI;BHR,contested,Rice-bearing warm flatland represents managed alluvial or lowland cultivation.
songzi,China,east_china_region,hubei_area,asian_rice_lowland,flatland,wetlands,grasslands,farmland,subtropical,rice,P8.3;P8.4;CAH-XI;BHR,contested,Rice-bearing warm flatland represents managed alluvial or lowland cultivation.
sonthofen,Germania,south_german_region,swabia_area,germania_upland_forest,hills,hills,woods,forest,continental,lumber,P8.7;EURO-REVEALS;BOHEMIAN-POLLEN,contested,Existing central German upland woods receive the denser forest class; this is a coarse canopy presentation rather than a local pollen estimate.
soria,Rome,iberia_region,castile_area,iberian_wood_pasture_mosaic,plateau,plateau,grasslands,woods,oceanic,beeswax,P8.6;EURO-REVEALS;IBERIA-MOLINA,contested,Non-cereal Iberian hill and plateau ground receives an open woodland or wood-pasture mosaic; cereal basins and arid mineral ground remain open.
sos,Rome,iberia_region,aragon_area,iberian_wood_pasture_mosaic,hills,hills,grasslands,woods,oceanic,wool,P8.6;EURO-REVEALS;IBERIA-MOLINA,contested,Non-cereal Iberian hill and plateau ground receives an open woodland or wood-pasture mosaic; cereal basins and arid mineral ground remain open.
southampton,Britain,great_britain_region,home_counties_area,atlantic_woodland,flatland,flatland,grasslands,woods,oceanic,wild_game,P8.6;PTO-GEO-II2;NMI-IRON-AGE,contested,Forest-product field restored to Atlantic woodland without claiming closed-canopy coverage.
spalding,Britain,great_britain_region,midlands_area,atlantic_wetland,wetlands,wetlands,sparse,woods,oceanic,clay,P8.6;PTO-GEO-II2;NMI-IRON-AGE,contested,Existing wetland receives a wooded Atlantic-margin presentation.
spremberg,Germania,north_german_region,brandenburg_area,germania_dense_woodland,flatland,flatland,woods,forest,continental,lumber,P8.7;TAC-GER;STR-GER,contested,Forest-product field restored to denser ancient Germanic woodland.
sra_luang,Southeast Asia,indochina_region,chao_phraya_area,asian_rice_lowland,flatland,wetlands,grasslands,farmland,tropical,rice,P8.3;P8.4;CAH-XI;BHR,contested,Rice-bearing warm flatland represents managed alluvial or lowland cultivation.
sripura,India,central_india_region,gondwana_area,asian_rice_lowland,flatland,wetlands,grasslands,farmland,tropical,rice,P8.3;P8.4;CAH-XI;BHR,contested,Rice-bearing warm flatland represents managed alluvial or lowland cultivation.
steinkjer,Germania,scandinavian_region,nord_norge_area,germania_forest_product,hills,hills,grasslands,woods,arctic,wild_game,P8.7;TAC-GER;STR-GER,contested,Forest-product field restored to an open woodland mosaic in ancient Germania.
stockach,Germania,south_german_region,swabia_area,germania_central_mosaic,plateau,plateau,grasslands,woods,continental,wool,P8.7;EURO-REVEALS;NORTH-EURO-POLLEN,contested,Central German grassland field restored to a predominantly wooded Barbaricum mosaic; crop clearings and coastal or river wetlands remain open.
stordal,Germania,scandinavian_region,nord_norge_area,germania_dense_woodland,mountains,mountains,woods,forest,arctic,wild_game,P8.7;TAC-GER;STR-GER,contested,Forest-product field restored to denser ancient Germanic woodland.
storen,Germania,scandinavian_region,nord_norge_area,germania_dense_woodland,hills,hills,woods,forest,arctic,wild_game,P8.7;TAC-GER;STR-GER,contested,Forest-product field restored to denser ancient Germanic woodland.
straubing,Germania,south_german_region,bavaria_area,germania_central_mosaic,flatland,flatland,grasslands,woods,continental,livestock,P8.7;EURO-REVEALS;NORTH-EURO-POLLEN,contested,Central German grassland field restored to a predominantly wooded Barbaricum mosaic; crop clearings and coastal or river wetlands remain open.
suining,China,west_china_region,chuanxi_area,asian_rice_lowland,flatland,wetlands,grasslands,farmland,subtropical,rice,P8.3;P8.4;CAH-XI;BHR,contested,Rice-bearing warm flatland represents managed alluvial or lowland cultivation.
suixian,China,east_china_region,hubei_area,asian_rice_lowland,flatland,wetlands,grasslands,farmland,subtropical,rice,P8.3;P8.4;CAH-XI;BHR,contested,Rice-bearing warm flatland represents managed alluvial or lowland cultivation.
sukhothai,Southeast Asia,indochina_region,chao_phraya_area,asian_rice_lowland,flatland,wetlands,grasslands,farmland,tropical,rice,P8.3;P8.4;CAH-XI;BHR,contested,Rice-bearing warm flatland represents managed alluvial or lowland cultivation.
suledal,Germania,scandinavian_region,syd_norge_area,germania_dense_woodland,mountains,mountains,woods,forest,arctic,lumber,P8.7;TAC-GER;STR-GER,contested,Forest-product field restored to denser ancient Germanic woodland.
sulzbach,Germania,south_german_region,franconia_area,germania_upland_forest,hills,hills,woods,forest,continental,livestock,P8.7;EURO-REVEALS;BOHEMIAN-POLLEN,contested,Existing central German upland woods receive the denser forest class; this is a coarse canopy presentation rather than a local pollen estimate.
suphanburi,Southeast Asia,indochina_region,chao_phraya_area,asian_rice_lowland,flatland,wetlands,grasslands,farmland,tropical,rice,P8.3;P8.4;CAH-XI;BHR,contested,Rice-bearing warm flatland represents managed alluvial or lowland cultivation.
suq_al_shuyukh,Iran,crescent_region,iraq_arabi_area,mesopotamian_marsh,flatland,wetlands,desert,grasslands,arid,livestock,P12.3;BHR;SCHU-CHA,contested,Lower Tigris-Euphrates wetland proxy; exact installed field extent is approximate.
suzun,Steppe,west_siberia_region,suzun_area,steppe_forest_mosaic,flatland,flatland,forest,woods,continental,wild_game,P8.8;AES-SOUTH-URAL;RAS-SARGAT-CHRON;ASU-ALTAI-KULAY;ENC-NEEU,contested,Continental flat forest is represented as a forest-steppe woodland mosaic.
swinousjcie,Germania,north_german_region,pomerania_area,germania_central_mosaic,flatland,flatland,grasslands,woods,continental,amber,P8.7;EURO-REVEALS;NORTH-EURO-POLLEN,contested,Central German grassland field restored to a predominantly wooded Barbaricum mosaic; crop clearings and coastal or river wetlands remain open.
tabarida,Africa,maghreb_region,morocco_area,african_aridity_gradient,plateau,plateau,grasslands,sparse,cold_arid,wool,P8.10;SOR-AFRICA-FRONTIER,contested,Arid upland non-crop field is represented as sparse rather than continuous grassland.
tachov,Germania,south_german_region,bohemia_area,germania_upland_forest,plateau,plateau,woods,forest,continental,lumber,P8.7;EURO-REVEALS;BOHEMIAN-POLLEN,contested,Existing central German upland woods receive the denser forest class; this is a coarse canopy presentation rather than a local pollen estimate.
tafraout,Africa,maghreb_region,sus_area,african_aridity_gradient,hills,hills,grasslands,sparse,cold_arid,copper,P8.10;SOR-AFRICA-FRONTIER,contested,Arid upland non-crop field is represented as sparse rather than continuous grassland.
tahert,Africa,maghreb_region,,african_aridity_gradient,plateau,plateau,grasslands,sparse,cold_arid,clay,P8.10;SOR-AFRICA-FRONTIER,contested,Arid upland non-crop field is represented as sparse rather than continuous grassland.
tarragona,Rome,iberia_region,catalonia_area,mediterranean_cultivation,flatland,flatland,grasslands,farmland,mediterranean,wine,P12.1;P12.3;BHR,contested,"Crop-bearing Mediterranean field receives a cultivation presentation, not a yield estimate."
tartus,Iran,crescent_region,levant_area,mediterranean_cultivation,flatland,flatland,grasslands,farmland,mediterranean,fiber_crops,P12.1;P12.3;BHR,contested,"Crop-bearing Mediterranean field receives a cultivation presentation, not a yield estimate."
tepla,Germania,south_german_region,bohemia_area,germania_central_mosaic,plateau,plateau,grasslands,woods,continental,silver,P8.7;EURO-REVEALS;NORTH-EURO-POLLEN,contested,Central German grassland field restored to a predominantly wooded Barbaricum mosaic; crop clearings and coastal or river wetlands remain open.
teqali,Africa,nubia_region,darfur_area,african_aridity_gradient,hills,hills,grasslands,sparse,arid,iron,P8.10;SOR-AFRICA-FRONTIER,contested,Arid upland non-crop field is represented as sparse rather than continuous grassland.
terralba,Rome,italy_region,sardinia_area,mediterranean_cultivation,flatland,flatland,grasslands,farmland,mediterranean,wheat,P12.1;P12.3;BHR,contested,"Crop-bearing Mediterranean field receives a cultivation presentation, not a yield estimate."
thagia,Africa,maghreb_region,morocco_area,mediterranean_cultivation,hills,hills,grasslands,farmland,mediterranean,fruit,P12.1;P12.3;BHR,contested,"Crop-bearing Mediterranean field receives a cultivation presentation, not a yield estimate."
thayet,Southeast Asia,indochina_region,irrawady_area,asian_rice_lowland,flatland,wetlands,woods,farmland,tropical,rice,P8.3;P8.4;CAH-XI;BHR,contested,Rice-bearing warm flatland represents managed alluvial or lowland cultivation.
tikrit,Iran,crescent_region,iraq_arabi_area,mesopotamian_irrigation,flatland,flatland,sparse,farmland,arid,wheat,P12.3;BHR,contested,Irrigated alluvial cultivation proxy; this does not reconstruct one canal or output level.
tineo,Rome,iberia_region,leon_area,iberian_mountain_forest,mountains,mountains,woods,forest,oceanic,lumber,P8.6;IBERIA-NORTH-POLLEN;IBERIA-TELENO,contested,Existing humid mountain woods receive a denser forest presentation without treating all Atlantic Iberian uplands as closed canopy.
tiout,Africa,maghreb_region,sus_area,african_aridity_gradient,hills,hills,grasslands,sparse,arid,livestock,P8.10;SOR-AFRICA-FRONTIER,contested,Arid upland non-crop field is represented as sparse rather than continuous grassland.
tirschenreuth,Germania,south_german_region,franconia_area,germania_upland_forest,plateau,plateau,woods,forest,continental,fish,P8.7;EURO-REVEALS;BOHEMIAN-POLLEN,contested,Existing central German upland woods receive the denser forest class; this is a coarse canopy presentation rather than a local pollen estimate.
tit,Africa,maghreb_region,morocco_area,mediterranean_cultivation,flatland,flatland,grasslands,farmland,mediterranean,wheat,P12.1;P12.3;BHR,contested,"Crop-bearing Mediterranean field receives a cultivation presentation, not a yield estimate."
tongliang,China,west_china_region,chuandong_area,asian_rice_lowland,flatland,wetlands,grasslands,farmland,subtropical,rice,P8.3;P8.4;CAH-XI;BHR,contested,Rice-bearing warm flatland represents managed alluvial or lowland cultivation.
tongue,Britain,great_britain_region,scottish_highlands_area,atlantic_wetland,wetlands,wetlands,sparse,woods,oceanic,clay,P8.6;PTO-GEO-II2;NMI-IRON-AGE,contested,Existing wetland receives a wooded Atlantic-margin presentation.
torralba,Rome,iberia_region,toledo_area,iberian_wood_pasture_mosaic,hills,hills,grasslands,woods,oceanic,livestock,P8.6;EURO-REVEALS;IBERIA-MOLINA,contested,Non-cereal Iberian hill and plateau ground receives an open woodland or wood-pasture mosaic; cereal basins and arid mineral ground remain open.
trapessac,Iran,crescent_region,levant_area,mediterranean_cultivation,flatland,flatland,grasslands,farmland,mediterranean,olives,P12.1;P12.3;BHR,contested,"Crop-bearing Mediterranean field receives a cultivation presentation, not a yield estimate."
traunstein,Germania,south_german_region,bavaria_area,germania_upland_forest,hills,hills,woods,forest,continental,medicaments,P8.7;EURO-REVEALS;BOHEMIAN-POLLEN,contested,Existing central German upland woods receive the denser forest class; this is a coarse canopy presentation rather than a local pollen estimate.
trebon,Germania,south_german_region,bohemia_area,germania_upland_forest,plateau,plateau,woods,forest,continental,fish,P8.7;EURO-REVEALS;BOHEMIAN-POLLEN,contested,Existing central German upland woods receive the denser forest class; this is a coarse canopy presentation rather than a local pollen estimate.
trikala,Rome,balkan_region,northern_greece_area,mediterranean_cultivation,mountains,mountains,grasslands,farmland,mediterranean,wine,P12.1;P12.3;BHR,contested,"Crop-bearing Mediterranean field receives a cultivation presentation, not a yield estimate."
turnov,Germania,south_german_region,bohemia_area,germania_upland_forest,hills,hills,woods,forest,continental,gems,P8.7;EURO-REVEALS;BOHEMIAN-POLLEN,contested,Existing central German upland woods receive the denser forest class; this is a coarse canopy presentation rather than a local pollen estimate.
tyrma,Steppe,manchuria_region,middle_amur_area,steppe_forest_mosaic,plateau,plateau,forest,woods,continental,lumber,P8.8;AES-SOUTH-URAL;RAS-SARGAT-CHRON;ASU-ALTAI-KULAY;ENC-NEEU,contested,Continental flat forest is represented as a forest-steppe woodland mosaic.
tyukalinsk,Steppe,west_siberia_region,omsk_area,steppe_forest_mosaic,flatland,flatland,forest,woods,continental,wild_game,P8.8;AES-SOUTH-URAL;RAS-SARGAT-CHRON;ASU-ALTAI-KULAY;ENC-NEEU,contested,Continental flat forest is represented as a forest-steppe woodland mosaic.
uberlingen,Germania,south_german_region,swabia_area,germania_central_mosaic,hills,hills,grasslands,woods,continental,fish,P8.7;EURO-REVEALS;NORTH-EURO-POLLEN,contested,Central German grassland field restored to a predominantly wooded Barbaricum mosaic; crop clearings and coastal or river wetlands remain open.
uffenheim,Germania,south_german_region,franconia_area,germania_dense_woodland,flatland,flatland,woods,forest,continental,lumber,P8.7;TAC-GER;STR-GER,contested,Forest-product field restored to denser ancient Germanic woodland.
uist,Britain,great_britain_region,hebrides_area,atlantic_wetland,wetlands,wetlands,sparse,woods,oceanic,fish,P8.6;PTO-GEO-II2;NMI-IRON-AGE,contested,Existing wetland receives a wooded Atlantic-margin presentation.
uppvidinge,Germania,scandinavian_region,gotaland_area,germania_dense_woodland,flatland,flatland,woods,forest,continental,beeswax,P8.7;TAC-GER;STR-GER,contested,Forest-product field restored to denser ancient Germanic woodland.
urgal,Steppe,manchuria_region,middle_amur_area,steppe_forest_mosaic,flatland,flatland,forest,woods,continental,wild_game,P8.8;AES-SOUTH-URAL;RAS-SARGAT-CHRON;ASU-ALTAI-KULAY;ENC-NEEU,contested,Continental flat forest is represented as a forest-steppe woodland mosaic.
urka,Steppe,manchuria_region,middle_amur_area,steppe_forest_mosaic,plateau,plateau,forest,woods,continental,wild_game,P8.8;AES-SOUTH-URAL;RAS-SARGAT-CHRON;ASU-ALTAI-KULAY;ENC-NEEU,contested,Continental flat forest is represented as a forest-steppe woodland mosaic.
usingen,Germania,north_german_region,hesse_area,germania_upland_forest,hills,hills,woods,forest,continental,stone,P8.7;EURO-REVEALS;BOHEMIAN-POLLEN,contested,Existing central German upland woods receive the denser forest class; this is a coarse canopy presentation rather than a local pollen estimate.
vat_phou,Southeast Asia,indochina_region,khorat_plateau_area,asian_rice_lowland,flatland,wetlands,woods,farmland,tropical,rice,P8.3;P8.4;CAH-XI;BHR,contested,Rice-bearing warm flatland represents managed alluvial or lowland cultivation.
vechta,Germania,north_german_region,westphalia_area,germania_central_mosaic,flatland,flatland,grasslands,woods,oceanic,wool,P8.7;EURO-REVEALS;NORTH-EURO-POLLEN,contested,Central German grassland field restored to a predominantly wooded Barbaricum mosaic; crop clearings and coastal or river wetlands remain open.
vedbo,Germania,scandinavian_region,gotaland_area,germania_dense_woodland,wetlands,wetlands,woods,forest,continental,wild_game,P8.7;TAC-GER;STR-GER,contested,Forest-product field restored to denser ancient Germanic woodland.
vemulawada,India,deccan_region,telingana_area,asian_rice_lowland,flatland,wetlands,grasslands,farmland,tropical,rice,P8.3;P8.4;CAH-XI;BHR,contested,Rice-bearing warm flatland represents managed alluvial or lowland cultivation.
viana_bolo,Rome,iberia_region,galicia_area,iberian_mountain_forest,mountains,mountains,woods,forest,oceanic,fur,P8.6;IBERIA-NORTH-POLLEN;IBERIA-TELENO,contested,Existing humid mountain woods receive a denser forest presentation without treating all Atlantic Iberian uplands as closed canopy.
villadiego,Rome,iberia_region,castile_area,iberian_wood_pasture_mosaic,plateau,plateau,grasslands,woods,oceanic,livestock,P8.6;EURO-REVEALS;IBERIA-MOLINA,contested,Non-cereal Iberian hill and plateau ground receives an open woodland or wood-pasture mosaic; cereal basins and arid mineral ground remain open.
