location,tag,region,topography,vegetation,climate,natural_harbor_suitability,installed_good,ad1_good,decision,source,confidence,note
aire,ROM,Rome,flatland,grasslands,oceanic,,wine,wine,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
ait_benhaddou,MAU,Africa,mountains,sparse,cold_arid,,wool,wool,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
ait_daoud,MAU,Africa,hills,grasslands,arid,0.00,olives,olives,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
aita,KBI,Japan,plateau,woods,continental,,lumber,lumber,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
aitbulat,OAS,Central Asia,flatland,grasslands,cold_arid,,livestock,livestock,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
aiud,DAC,Danube,hills,forest,continental,,mercury,mercury,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
aiwanj,YUE,Central Asia,flatland,desert,cold_arid,,livestock,livestock,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
aix_en_provence,ROM,Rome,flatland,grasslands,mediterranean,0.20,salt,salt,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
aixe,ROM,Rome,flatland,woods,oceanic,,lumber,lumber,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
aizkraukle,BPC,Baltic,flatland,woods,continental,,fiber_crops,fiber_crops,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
ajaccio,ROM,Rome,hills,grasslands,mediterranean,0.75,wool,wool,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
ajara,SAT,India,hills,jungle,tropical,,pepper,pepper,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
ajayameru,KUN,India,mountains,forest,subtropical,,wild_game,wild_game,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
ajdabiya,ROM,Rome,flatland,sparse,arid,-0.10,fruit,fruit,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
ajim,ROM,Rome,flatland,farmland,arid,0.25,fruit,fruit,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
ajmer,RJS,India,flatland,sparse,arid,,copper,copper,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
aju,BYE,Korea,flatland,grasslands,continental,0.00,beeswax,beeswax,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
ajuchitlan,WMS,Mesoamerica,mountains,forest,tropical,,stone,stone,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
aka,KBI,Japan,hills,forest,continental,,iron,iron,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
akashi,KBI,Japan,flatland,grasslands,subtropical,0.00,fish,fish,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
akbarpur,GNG,India,flatland,grasslands,subtropical,,silk,fiber_crops,regional_rule,P12.1,secure,Silk sericulture remains a Chinese near-monopoly in the covered era
akcasehir,ROM,Rome,flatland,forest,oceanic,0.00,fish,fish,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
akdagmadeni,CAP,Anatolia,hills,woods,cold_arid,,iron,iron,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
akhalkalaki,CAU,Caucasus,plateau,grasslands,continental,,livestock,livestock,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
akhaltsikhe,CAU,Caucasus,mountains,woods,continental,,wheat,wheat,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
akhisar,ROM,Rome,flatland,forest,mediterranean,,wine,wine,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
akhmim,ROM,Rome,flatland,farmland,arid,,cotton,fiber_crops,regional_rule,P12.1;PER,contested,Cotton is restricted to Old World tropical and irrigated zones plus independently cultivated American regions
akhsikath,OAS,Central Asia,flatland,farmland,cold_arid,,iron,iron,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
akhsisek,OAS,Central Asia,flatland,desert,cold_arid,,millet,millet,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
akhtar,ROX,Pontic,wetlands,grasslands,continental,0.00,salt,salt,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
aki,KBI,Japan,hills,woods,subtropical,0.50,fish,fish,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
aki_shikoku,SHK,Japan,mountains,forest,subtropical,0.00,beeswax,beeswax,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
