profile,law,theme,category,law_name,law_description,option,stance,option_name,option_description,modifiers,estate_preferences,starting,source,confidence,boundary
han,antq_s2_han_land_law,land,socioeconomic,Western Han Land Tenure and Agrarian Duty,"Defines access to land, agrarian dues, and collective maintenance within the Western Han political sphere.",antq_s2_han_land_central,central,Imperial Secretariat Surveyed Allotments,Surveyed allotments support control and predictable dues but privilege central claims.,global_max_rural_control=0.03|global_monthly_control=0.01|global_monthly_control=0.02|global_crown_estate_power=0.02,crown_estate,no,P8.3;P11;P13;BHR;CTP-WM,secure,Uses Western Han commandery-county and court institutions without backdating later examination systems.
han,antq_s2_han_land_law,land,socioeconomic,Western Han Land Tenure and Agrarian Duty,"Defines access to land, agrarian dues, and collective maintenance within the Western Han political sphere.",antq_s2_han_land_mediated,mediated,Commandery Estate Stewardship,Leading estates organize cultivation efficiently while increasing aristocratic leverage.,global_monthly_food_modifier=0.025|global_nobles_estate_power=0.04|country_cabinet_efficiency=0.02|global_nobles_estate_power=0.02,nobles_estate,yes,P8.3;P11;P13;BHR;CTP-WM,secure,Uses Western Han commandery-county and court institutions without backdating later examination systems.
han,antq_s2_han_land_law,land,socioeconomic,Western Han Land Tenure and Agrarian Duty,"Defines access to land, agrarian dues, and collective maintenance within the Western Han political sphere.",antq_s2_han_land_local,local,County Communal Tenure,Communal tenure protects subsistence and local resilience while limiting direct control.,global_pop_food_consumption=-0.01|global_max_rural_control=-0.02|peasants_estate_target_satisfaction=tiny_permanent_target_satisfaction|global_peasants_estate_power=0.02,peasants_estate|tribes_estate,no,P8.3;P11;P13;BHR;CTP-WM,secure,Uses Western Han commandery-county and court institutions without backdating later examination systems.
han,antq_s2_han_muster_law,muster,military,Western Han Military Service and Muster,"Defines who serves, for how long, and through which public or household obligation within the Western Han political sphere.",antq_s2_han_muster_central,central,Imperial Secretariat Registered Service,Registered service raises dependable forces but increases administrative and social pressure.,global_levy_size_modifier=0.075|global_levy_recruitment_speed_modifier=-0.05|global_monthly_control=0.02|global_crown_estate_power=0.02,crown_estate,no,P8.3;P11;P13;BHR;CTP-WM,secure,Uses Western Han commandery-county and court institutions without backdating later examination systems.
han,antq_s2_han_muster_law,muster,military,Western Han Military Service and Muster,"Defines who serves, for how long, and through which public or household obligation within the Western Han political sphere.",antq_s2_han_muster_mediated,mediated,Commandery Retinue Service,Elite retinues improve cohesion and morale while narrowing the military base.,land_morale_modifier=0.02|global_levy_size_modifier=-0.025|country_cabinet_efficiency=0.02|global_nobles_estate_power=0.02,nobles_estate,yes,P8.3;P11;P13;BHR;CTP-WM,secure,Uses Western Han commandery-county and court institutions without backdating later examination systems.
han,antq_s2_han_muster_law,muster,military,Western Han Military Service and Muster,"Defines who serves, for how long, and through which public or household obligation within the Western Han political sphere.",antq_s2_han_muster_local,local,County Community Muster,A broad seasonal muster supplies numbers quickly but sacrifices some battlefield efficiency.,global_levy_recruitment_speed_modifier=0.10|levy_combat_efficiency_modifier=-0.04|peasants_estate_target_satisfaction=tiny_permanent_target_satisfaction|global_peasants_estate_power=0.02,peasants_estate|tribes_estate,no,P8.3;P11;P13;BHR;CTP-WM,secure,Uses Western Han commandery-county and court institutions without backdating later examination systems.
han,antq_s2_han_local_rule_law,local_rule,administrative,Western Han Local and Provincial Rule,"Defines the balance among central officers, intermediary councils, and local communities within the Western Han political sphere.",antq_s2_han_local_rule_central,central,Imperial Secretariat Appointed Officers,Appointed officers improve coordination and control but strengthen the center.,country_cabinet_efficiency=0.04|global_monthly_control=0.015|global_monthly_control=0.02|global_crown_estate_power=0.02,crown_estate,no,P8.3;P11;P13;BHR;CTP-WM,secure,Uses Western Han commandery-county and court institutions without backdating later examination systems.
han,antq_s2_han_local_rule_law,local_rule,administrative,Western Han Local and Provincial Rule,"Defines the balance among central officers, intermediary councils, and local communities within the Western Han political sphere.",antq_s2_han_local_rule_mediated,mediated,Commandery Mediated Councils,Intermediary councils improve cabinet throughput while preserving negotiated authority.,legislative_efficiency=0.04|stability_cost_efficiency=0.02|country_cabinet_efficiency=0.02|global_nobles_estate_power=0.02,nobles_estate|burghers_estate,yes,P8.3;P11;P13;BHR;CTP-WM,secure,Uses Western Han commandery-county and court institutions without backdating later examination systems.
han,antq_s2_han_local_rule_law,local_rule,administrative,Western Han Local and Provincial Rule,"Defines the balance among central officers, intermediary councils, and local communities within the Western Han political sphere.",antq_s2_han_local_rule_local,local,County Local Custody,Local custody lowers resistance and administrative reach together.,pop_join_rebel_threshold=-0.02|global_max_rural_control=-0.025|peasants_estate_target_satisfaction=tiny_permanent_target_satisfaction|global_peasants_estate_power=0.02,peasants_estate|tribes_estate,no,P8.3;P11;P13;BHR;CTP-WM,secure,Uses Western Han commandery-county and court institutions without backdating later examination systems.
han,antq_s2_han_cult_law,cult,religious,Western Han Public Cult and Ritual Custody,"Defines who maintains public rites, sanctuaries, vows, and tolerated local observances within the Western Han political sphere.",antq_s2_han_cult_central,central,Imperial Secretariat Public Rite,"The central authority sponsors public rites, strengthening religious administration but narrowing plural practice.",global_pop_conversion_speed_modifier=0.08|tolerance_heathen=-1|global_monthly_control=0.02|global_crown_estate_power=0.02,crown_estate|clergy_estate,no,P8.3;P11;P13;BHR;CTP-WM,secure,Uses Western Han commandery-county and court institutions without backdating later examination systems.
han,antq_s2_han_cult_law,cult,religious,Western Han Public Cult and Ritual Custody,"Defines who maintains public rites, sanctuaries, vows, and tolerated local observances within the Western Han political sphere.",antq_s2_han_cult_mediated,mediated,Commandery Collegiate Custody,Recognized colleges and sanctuaries share ritual custody and stabilize elite bargains.,clergy_estate_target_satisfaction=small_permanent_target_satisfaction|stability_cost_efficiency=0.02|country_cabinet_efficiency=0.02|global_nobles_estate_power=0.02,clergy_estate|nobles_estate,yes,P8.3;P11;P13;BHR;CTP-WM,secure,Uses Western Han commandery-county and court institutions without backdating later examination systems.
han,antq_s2_han_cult_law,cult,religious,Western Han Public Cult and Ritual Custody,"Defines who maintains public rites, sanctuaries, vows, and tolerated local observances within the Western Han political sphere.",antq_s2_han_cult_local,local,County Local Observance,Local observance broadens toleration while reducing the reach of an official cult.,tolerance_heathen=1|global_pop_conversion_speed_modifier=-0.05|peasants_estate_target_satisfaction=tiny_permanent_target_satisfaction|global_peasants_estate_power=0.02,tribes_estate|peasants_estate,no,P8.3;P11;P13;BHR;CTP-WM,secure,Uses Western Han commandery-county and court institutions without backdating later examination systems.
han,antq_s2_han_household_law,household,socioeconomic,Western Han Household and Inheritance,"Defines household succession, guardianship, property transmission, and kin obligation within the Western Han political sphere.",antq_s2_han_household_central,central,Imperial Secretariat Recorded Succession,Recorded succession eases state integration but places family affairs under official scrutiny.,global_integration_speed_modifier=0.035|monthly_towards_centralization=societal_value_minor_monthly_move|global_monthly_control=0.02|global_crown_estate_power=0.02,crown_estate,no,P8.3;P11;P13;BHR;CTP-WM,secure,Uses Western Han commandery-county and court institutions without backdating later examination systems.
han,antq_s2_han_household_law,household,socioeconomic,Western Han Household and Inheritance,"Defines household succession, guardianship, property transmission, and kin obligation within the Western Han political sphere.",antq_s2_han_household_mediated,mediated,Commandery Lineage Arbitration,"Lineages arbitrate inheritance disputes, preserving elite consent at a cost to central uniformity.",nobles_estate_target_satisfaction=tiny_permanent_target_satisfaction|global_monthly_control=-0.005|country_cabinet_efficiency=0.02|global_nobles_estate_power=0.02,nobles_estate|tribes_estate,yes,P8.3;P11;P13;BHR;CTP-WM,secure,Uses Western Han commandery-county and court institutions without backdating later examination systems.
han,antq_s2_han_household_law,household,socioeconomic,Western Han Household and Inheritance,"Defines household succession, guardianship, property transmission, and kin obligation within the Western Han political sphere.",antq_s2_han_household_local,local,County Household Custom,Household custom protects local practice and mobility while weakening predictable assessment.,global_pop_assimilation_speed_modifier=0.01|peasants_estate_max_tax=-0.015|peasants_estate_target_satisfaction=tiny_permanent_target_satisfaction|global_peasants_estate_power=0.02,peasants_estate,no,P8.3;P11;P13;BHR;CTP-WM,secure,Uses Western Han commandery-county and court institutions without backdating later examination systems.
